,-0.066,-0.848,0.574
2516,-0.02,-0.859,0.574
2517,-0.027,-0.848,0.586
2518,-0.035,-0.844,0.578
2519,-0.039,-0.836,0.57
2520,-0.035,-0.82,0.563
2521,-0.031,-0.809,0.551
2522,-0.023,-0.801,0.547
2523,-0.023,-0.789,0.559
2524,-0.023,-0.781,0.566
2525,-0.016,-0.793,0.578
2526,-0.004,-0.805,0.582
2527,0.004,-0.809,0.578
2528,0.008,-0.805,0.57
2529,0.016,-0.801,0.566
2530,0.02,-0.805,0.57
2531,0.023,-0.816,0.574
2532,0.023,-0.824,0.578
2533,0.027,-0.832,0.586
2534,0.027,-0.848,0.594
2535,0.031,-0.859,0.602
2536,0.035,-0.863,0.598
2537,0.031,-0.867,0.594
2538,0.031,-0.871,0.594
2539,0.035,-0.867,0.59
2540,0.043,-0.879,0.586
2541,0.039,-0.887,0.582
2542,0.031,-0.891,0.578
2543,0.02,-0.891,0.582
2544,0.008,-0.883,0.578
2545,-0.004,-0.875,0.574
2546,-0.004,-0.867,0.574
2547,-0.004,-0.867,0.566
2548,0.008,-0.863,0.559
2549,0.012,-0.863,0.551
2550,0.012,-0.867,0.551
2551,0.02,-0.855,0.547
2552,0.02,-0.852,0.539
2553,0.023,-0.848,0.527
2554,0.023,-0.844,0.52
2555,0.035,-0.844,0.516
2556,0.043,-0.84,0.512
2557,0.039,-0.84,0.504
2558,0.023,-0.84,0.496
2559,0.027,-0.844,0.496
2560,0.023,-0.844,0.496
2561,0.027,-0.84,0.5
2562,0.031,-0.832,0.504
2563,0.031,-0.84,0.52
2564,0.031,-0.844,0.527
2565,0.027,-0.844,0.531
2566,0.027,-0.844,0.535
2567,0.023,-0.84,0.527
2568,0.012,-0.84,0.516
2569,0.004,-0.852,0.512
2570,-0.004,-0.863,0.504
2571,-0.016,-0.871,0.496
2572,-0.023,-0.875,0.484
2573,-0.023,-0.887,0.477
2574,-0.027,-0.902,0.473
2575,-0.023,-0.941,0.457
2576,-0.031,-0.992,0.441
2577,-0.055,-1.047,0.461
2578,-0.102,-1.055,0.488
2579,-0.152,-1.027,0.531
2580,-0.184,-1.0,0.551
2581,-0.195,-0.984,0.566
2582,-0.191,-0.992,0.566
2583,-0.18,-1.016,0.566
2584,-0.176,-1.027,0.57
2585,-0.172,-1.008,0.582
2586,-0.168,-0.969,0.602
2587,-0.164,-0.922,0.621
2588,-0.156,-0.898,0.637
2589,-0.145,-0.895,0.637
2590,-0.133,-0.895,0.641
2591,-0.133,-0.887,0.637
2592,-0.137,-0.871,0.633
2593,-0.137,-0.844,0.625
2594,-0.129,-0.816,0.629
2595,-0.129,-0.793,0.633
2596,-0.129,-0.781,0.629
2597,-0.133,-0.781,0.625
2598,-0.137,-0.785,0.617
2599,-0.137,-0.773,0.621
2600,-0.137,-0.773,0.617
2601,-0.137,-0.758,0.613
2602,-0.148,-0.754,0.617
2603,-0.156,-0.758,0.625
2604,-0.156,-0.754,0.637
2605,-0.152,-0.754,0.648
2606,-0.141,-0.754,0.664
2607,-0.133,-0.762,0.672
2608,-0.141,-0.773,0.668
2609,-0.129,-0.801,0.672
2610,-0.121,-0.824,0.664
2611,-0.117,-0.848,0.652
2612,-0.109,-0.848,0.648
2613,-0.105,-0.836,0.641
2614,-0.102,-0.828,0.633
2615,-0.105,-0.828,0.621
2616,-0.109,-0.836,0.613
2617,-0.113,-0.844,0.605
2618,-0.113,-0.848,0.594
2619,-0.109,-0.844,0.582
2620,-0.105,-0.832,0.578
2621,-0.105,-0.82,0.57
2622,-0.109,-0.82,0.566
2623,-0.109,-0.824,0.563
2624,-0.105,-0.824,0.555
2625,-0.105,-0.828,0.559
2626,-0.105,-0.828,0.559
2627,-0.098,-0.82,0.563
2628,-0.098,-0.82,0.563
2629,-0.105,-0.824,0.566
2630,-0.102,-0.824,0.563
2631,-0.098,-0.828,0.563
2632,-0.094,-0.824,0.559
2633,-0.098,-0.813,0.559
2634,-0.098,-0.813,0.559
2635,-0.102,-0.82,0.563
2636,-0.105,-0.824,0.566
2637,-0.098,-0.836,0.566
2638,-0.094,-0.84,0.563
2639,-0.094,-0.844,0.563
2640,-0.094,-0.844,0.563
2641,-0.102,-0.848,0.57
2642,-0.098,-0.852,0.57
2643,-0.098,-0.848,0.574
2644,-0.098,-0.852,0.574
2645,-0.09,-0.848,0.57
2646,-0.086,-0.848,0.566
2647,-0.094,-0.859,0.566
2648,-0.102,-0.867,0.559
2649,-0.109,-0.867,0.547
2650,-0.113,-0.867,0.539
2651,-0.117,-0.859,0.535
2652,-0.117,-0.859,0.539
2653,-0.113,-0.867,0.539
2654,-0.113,-0.875,0.543
2655,-0.094,-0.883,0.551
2656,-0.082,-0.895,0.563
2657,-0.074,-0.91,0.57
2658,-0.074,-0.914,0.559
2659,-0.07,-0.926,0.559
2660,-0.07,-0.922,0.547
2661,-0.066,-0.918,0.539
2662,-0.066,-0.922,0.547
2663,-0.07,-0.938,0.555
2664,-0.066,-0.938,0.563
2665,-0.055,-0.914,0.574
2666,-0.055,-0.887,0.594
2667,-0.055,-0.871,0.605
2668,-0.051,-0.871,0.605
2669,-0.051,-0.867,0.594
2670,-0.051,-0.852,0.582
2671,-0.047,-0.82,0.574
2672,-0.047,-0.793,0.574
2673,-0.043,-0.781,0.574
2674,-0.039,-0.777,0.57
2675,-0.023,-0.777,0.57
2676,-0.02,-0.777,0.566
2677,-0.012,-0.781,0.563
2678,-0.004,-0.789,0.563
2679,0.004,-0.801,0.555
2680,0.008,-0.801,0.543
2681,0.012,-0.793,0.547
2682,0.02,-0.793,0.559
2683,0.031,-0.805,0.566
2684,0.035,-0.824,0.578
2685,0.039,-0.844,0.59
2686,0.039,-0.863,0.598
2687,0.035,-0.875,0.594
2688,0.027,-0.879,0.594
2689,0.023,-0.863,0.594
2690,0.008,-0.848,0.594
2691,0.012,-0.836,0.586
2692,0.008,-0.832,0.578
2693,0.004,-0.84,0.574
2694,-0.004,-0.844,0.574
2695,-0.004,-0.844,0.57
2696,-0.004,-0.844,0.563
2697,0.008,-0.844,0.547
2698,0.012,-0.836,0.543
2699,0.008,-0.84,0.535
2700,0.004,-0.836,0.523
2701,0.008,-0.844,0.516
2702,0.004,-0.844,0.516
2703,0.004,-0.844,0.512
2704,0.008,-0.84,0.504
2705,0.008,-0.836,0.504
2706,0.016,-0.836,0.5
2707,0.016,-0.84,0.504
2708,0.008,-0.832,0.504
2709,0.02,-0.836,0.516
2710,0.016,-0.832,0.512
2711,0.012,-0.84,0.512
2712,0.0,-0.84,0.512
2713,-0.004,-0.836,0.52
2714,-0.008,-0.844,0.527
2715,-0.012,-0.852,0.535
2716,-0.012,-0.863,0.535
2717,-0.012,-0.871,0.535
2718,-0.023,-0.879,0.535
2719,-0.035,-0.887,0.527
2720,-0.039,-0.891,0.523
2721,-0.043,-0.898,0.512
2722,-0.043,-0.926,0.5
2723,-0.043,-0.988,0.496
2724,-0.078,-1.055,0.5
2725,-0.129,-1.059,0.523
2726,-0.18,-1.016,0.559
2727,-0.215,-0.973,0.602
2728,-0.223,-0.949,0.629
2729,-0.211,-0.938,0.641
2730,-0.207,-0.945,0.648
2731,-0.211,-0.965,0.648
2732,-0.211,-0.953,0.645
2733,-0.207,-0.914,0.645
2734,-0.199,-0.879,0.648
2735,-0.195,-0.855,0.645
2736,-0.184,-0.848,0.637
2737,-0.156,-0.844,0.637
2738,-0.145,-0.824,0.637
2739,-0.137,-0.813,0.637
2740,-0.137,-0.805,0.641
2741,-0.137,-0.793,0.645
2742,-0.141,-0.781,0.641
2743,-0.141,-0.777,0.641
2744,-0.156,-0.766,0.645
2745,-0.16,-0.762,0.645
2746,-0.152,-0.754,0.648
2747,-0.145,-0.754,0.66
2748,-0.145,-0.75,0.672
2749,-0.148,-0.758,0.688
2750,-0.152,-0.77,0.695
2751,-0.16,-0.781,0.703
2752,-0.164,-0.793,0.703
2753,-0.156,-0.82,0.699
2754,-0.148,-0.836,0.691
2755,-0.125,-0.852,0.691
2756,-0.098,-0.848,0.688
2757,-0.082,-0.832,0.684
2758,-0.09,-0.813,0.684
2759,-0.082,-0.801,0.688
2760,-0.094,-0.797,0.684
2761,-0.102,-0.797,0.672
2762,-0.105,-0.797,0.668
2763,-0.098,-0.793,0.66
2764,-0.086,-0.785,0.648
2765,-0.078,-0.777,0.637
2766,-0.074,-0.777,0.641
2767,-0.07,-0.77,0.645
2768,-0.07,-0.773,0.637
2769,-0.074,-0.773,0.633
2770,-0.074,-0.766,0.637
2771,-0.078,-0.758,0.633
2772,-0.082,-0.758,0.633
2773,-0.09,-0.762,0.625
2774,-0.102,-0.766,0.621
2775,-0.105,-0.77,0.621
2776,-0.109,-0.777,0.613
2777,-0.102,-0.785,0.609
2778,-0.098,-0.789,0.613
2779,-0.094,-0.797,0.605
2780,-0.098,-0.793,0.602
2781,-0.094,-0.789,0.598
2782,-0.098,-0.781,0.598
2783,-0.098,-0.777,0.586
2784,-0.105,-0.777,0.574
2785,-0.113,-0.777,0.57
2786,-0.113,-0.777,0.57
2787,-0.109,-0.781,0.574
2788,-0.105,-0.793,0.574
2789,-0.098,-0.813,0.582
2790,-0.09,-0.832,0.586
2791,-0.09,-0.84,0.586
2792,-0.098,-0.844,0.594
2793,-0.109,-0.848,0.602
2794,-0.125,-0.863,0.602
2795,-0.129,-0.895,0.594
2796,-0.129,-0.938,0.582
2797,-0.117,-0.965,0.559
2798,-0.102,-0.98,0.539
2799,-0.09,-0.973,0.523
2800,-0.078,-0.957,0.527
2801,-0.07,-0.941,0.531
2802,-0.063,-0.926,0.543
2803,-0.051,-0.91,0.555
2804,-0.039,-0.902,0.57
2805,-0.023,-0.887,0.574
2806,-0.008,-0.867,0.578
2807,0.008,-0.836,0.57
2808,0.02,-0.816,0.555
2809,0.039,-0.801,0.559
2810,0.047,-0.789,0.539
2811,0.051,-0.781,0.527
2812,0.047,-0.766,0.531
2813,0.047,-0.762,0.535
2814,0.051,-0.77,0.543
2815,0.059,-0.785,0.551
2816,0.059,-0.805,0.559
2817,0.063,-0.816,0.566
2818,0.059,-0.816,0.57
2819,0.063,-0.82,0.574
2820,0.059,-0.832,0.578
2821,0.047,-0.852,0.578
2822,0.039,-0.867,0.586
2823,0.035,-0.879,0.59
2824,0.039,-0.879,0.59
2825,0.051,-0.879,0.598
2826,0.059,-0.875,0.605
2827,0.066,-0.875,0.598
2828,0.066,-0.879,0.594
2829,0.07,-0.879,0.582
2830,0.082,-0.875,0.57
2831,0.082,-0.871,0.547
2832,0.074,-0.871,0.527
2833,0.066,-0.871,0.512
2834,0.059,-0.871,0.5
2835,0.055,-0.871,0.5
2836,0.047,-0.871,0.496
2837,0.039,-0.871,0.492
2838,0.043,-0.867,0.488
2839,0.039,-0.867,0.484
2840,0.035,-0.871,0.48
2841,0.039,-0.871,0.477
2842,0.039,-0.871,0.48
2843,0.039,-0.871,0.477
2844,0.039,-0.875,0.473
2845,0.035,-0.879,0.473
2846,0.035,-0.879,0.473
2847,0.035,-0.879,0.469
2848,0.039,-0.875,0.465
2849,0.035,-0.863,0.461
2850,0.035,-0.863,0.457
2851,0.031,-0.859,0.457
2852,0.023,-0.867,0.457
2853,0.016,-0.871,0.461
2854,0.016,-0.871,0.465
2855,0.008,-0.871,0.477
2856,0.004,-0.867,0.488
2857,0.008,-0.871,0.496
2858,0.0,-0.867,0.504
2859,0.016,-0.863,0.512
2860,0.02,-0.852,0.516
2861,0.02,-0.859,0.508
2862,0.02,-0.875,0.496
2863,0.012,-0.918,0.484
2864,0.0,-0.984,0.477
2865,-0.035,-1.063,0.492
2866,-0.102,-1.098,0.523
2867,-0.16,-1.07,0.566
2868,-0.191,-1.012,0.617
2869,-0.18,-0.961,0.645
2870,-0.168,-0.926,0.648
2871,-0.156,-0.934,0.648
2872,-0.156,-0.965,0.648
2873,-0.156,-0.977,0.645
2874,-0.145,-0.961,0.641
2875,-0.125,-0.926,0.637
2876,-0.105,-0.891,0.625
2877,-0.094,-0.863,0.617
2878,-0.098,-0.855,0.613
2879,-0.102,-0.844,0.617
2880,-0.109,-0.836,0.625
2881,-0.117,-0.82,0.641
2882,-0.113,-0.801,0.641
2883,-0.109,-0.785,0.637
2884,-0.094,-0.766,0.633
2885,-0.09,-0.746,0.621
2886,-0.09,-0.73,0.621
2887,-0.102,-0.738,0.625
2888,-0.102,-0.742,0.633
2889,-0.102,-0.738,0.633
2890,-0.109,-0.738,0.637
2891,-0.121,-0.742,0.645
2892,-0.121,-0.746,0.652
2893,-0.117,-0.762,0.656
2894,-0.117,-0.785,0.668
2895,-0.113,-0.809,0.672
2896,-0.109,-0.828,0.68
2897,-0.109,-0.84,0.688
2898,-0.102,-0.844,0.688
2899,-0.102,-0.844,0.684
2900,-0.09,-0.832,0.68
2901,-0.078,-0.82,0.68
2902,-0.082,-0.813,0.672
2903,-0.09,-0.813,0.66
2904,-0.086,-0.813,0.656
2905,-0.09,-0.797,0.652
2906,-0.09,-0.781,0.641
2907,-0.086,-0.777,0.629
2908,-0.09,-0.77,0.617
2909,-0.078,-0.777,0.617
2910,-0.07,-0.781,0.613
2911,-0.07,-0.785,0.613
2912,-0.066,-0.781,0.613
2913,-0.07,-0.773,0.625
2914,-0.078,-0.77,0.625
2915,-0.086,-0.77,0.629
2916,-0.098,-0.777,0.633
2917,-0.105,-0.785,0.621
2918,-0.105,-0.797,0.613
2919,-0.105,-0.813,0.602
2920,-0.109,-0.832,0.59
2921,-0.102,-0.836,0.586
2922,-0.098,-0.832,0.59
2923,-0.105,-0.828,0.59
2924,-0.109,-0.828,0.59
2925,-0.117,-0.828,0.602
2926,-0.125,-0.828,0.605
2927,-0.129,-0.832,0.605
2928,-0.129,-0.84,0.609
2929,-0.129,-0.84,0.609
2930,-0.125,-0.828,0.598
2931,-0.121,-0.805,0.594
2932,-0.133,-0.793,0.59
2933,-0.137,-0.801,0.59
2934,-0.141,-0.813,0.582
2935,-0.133,-0.82,0.578
2936,-0.121,-0.828,0.57
2937,-0.098,-0.836,0.57
2938,-0.074,-0.844,0.57
2939,-0.063,-0.871,0.566
2940,-0.055,-0.898,0.551
2941,-0.047,-0.91,0.535
2942,-0.039,-0.898,0.543
2943,-0.031,-0.883,0.555
2944,-0.035,-0.883,0.563
2945,-0.047,-0.914,0.563
2946,-0.055,-0.93,0.563
2947,-0.043,-0.902,0.57
2948,-0.031,-0.867,0.578
2949,-0.02,-0.84,0.578
2950,0.0,-0.816,0.574
2951,0.016,-0.809,0.574
2952,0.031,-0.801,0.574
2953,0.043,-0.797,0.566
2954,0.051,-0.805,0.551
2955,0.051,-0.805,0.547
2956,0.055,-0.805,0.547
2957,0.047,-0.813,0.559
2958,0.035,-0.813,0.566
2959,0.043,-0.82,0.59
2960,0.039,-0.828,0.586
2961,0.039,-0.84,0.574
2962,0.035,-0.863,0.566
2963,0.027,-0.895,0.563
2964,0.023,-0.906,0.559
2965,0.02,-0.898,0.563
2966,0.027,-0.879,0.57
2967,0.039,-0.871,0.574
2968,0.039,-0.867,0.574
2969,0.035,-0.859,0.574
2970,0.027,-0.848,0.559
2971,0.023,-0.836,0.547
2972,0.023,-0.824,0.539
2973,0.023,-0.809,0.535
2974,0.016,-0.797,0.52
2975,0.008,-0.797,0.516
2976,0.0,-0.801,0.516
2977,-0.008,-0.805,0.512
2978,-0.016,-0.813,0.508
2979,-0.012,-0.805,0.508
2980,-0.016,-0.789,0.504
2981,-0.012,-0.781,0.508
2982,-0.004,-0.77,0.512
2983,0.0,-0.773,0.527
2984,-0.004,-0.781,0.539
2985,-0.008,-0.789,0.559
2986,-0.012,-0.793,0.57
2987,-0.012,-0.789,0.594
2988,-0.016,-0.797,0.609
2989,-0.027,-0.813,0.625
2990,-0.027,-0.824,0.629
2991,-0.02,-0.824,0.613
2992,-0.004,-0.828,0.594
2993,0.008,-0.898,0.574
2994,-0.012,-1.02,0.578
2995,-0.07,-1.105,0.605
2996,-0.141,-1.074,0.645
2997,-0.199,-0.992,0.699
2998,-0.234,-0.945,0.734
2999,-0.242,-0.926,0.738
3000,-0.23,-0.938,0.73
3001,-0.227,-0.949,0.703
3002,-0.219,-0.93,0.672
3003,-0.207,-0.887,0.664
3004,-0.195,-0.844,0.656
3005,-0.176,-0.805,0.645
3006,-0.152,-0.785,0.645
3007,-0.137,-0.781,0.648
3008,-0.137,-0.781,0.648
3009,-0.125,-0.777,0.66
3010,-0.125,-0.762,0.672
3011,-0.125,-0.75,0.676
3012,-0.117,-0.73,0.688
3013,-0.113,-0.715,0.707
3014,-0.105,-0.707,0.719
3015,-0.102,-0.699,0.727
3016,-0.098,-0.691,0.719
3017,-0.105,-0.691,0.719
3018,-0.113,-0.695,0.723
3019,-0.109,-0.699,0.73
3020,-0.109,-0.715,0.742
3021,-0.105,-0.73,0.746
3022,-0.094,-0.754,0.754
3023,-0.086,-0.785,0.754
3024,-0.078,-0.797,0.75
3025,-0.063,-0.797,0.746
3026,-0.059,-0.777,0.75
3027,-0.059,-0.758,0.742
3028,-0.07,-0.762,0.738
3029,-0.082,-0.766,0.734
3030,-0.09,-0.77,0.727
3031,-0.086,-0.762,0.723
3032,-0.082,-0.77,0.723
3033,-0.078,-0.777,0.723
3034,-0.07,-0.773,0.719
3035,-0.063,-0.766,0.715
3036,-0.059,-0.754,0.711
3037,-0.055,-0.742,0.703
3038,-0.055,-0.746,0.703
3039,-0.055,-0.75,0.703
3040,-0.051,-0.75,0.703
3041,-0.051,-0.75,0.699
3042,-0.047,-0.75,0.691
3043,-0.055,-0.746,0.688
3044,-0.063,-0.75,0.684
3045,-0.074,-0.758,0.672
3046,-0.074,-0.762,0.664
3047,-0.07,-0.77,0.664
3048,-0.063,-0.777,0.656
3049,-0.055,-0.773,0.641
3050,-0.055,-0.773,0.633
3051,-0.063,-0.766,0.633
3052,-0.07,-0.754,0.633
3053,-0.074,-0.758,0.641
3054,-0.082,-0.77,0.645
3055,-0.082,-0.773,0.648
3056,-0.082,-0.77,0.648
3057,-0.09,-0.766,0.648
3058,-0.102,-0.75,0.648
3059,-0.102,-0.754,0.652
3060,-0.105,-0.77,0.648
3061,-0.109,-0.789,0.648
3062,-0.102,-0.793,0.648
3063,-0.094,-0.785,0.656
3064,-0.082,-0.781,0.664
3065,-0.074,-0.773,0.672
3066,-0.074,-0.762,0.664
3067,-0.082,-0.773,0.652
3068,-0.094,-0.816,0.637
3069,-0.102,-0.855,0.621
3070,-0.098,-0.875,0.609
3071,-0.082,-0.887,0.598
3072,-0.063,-0.891,0.582
3073,-0.047,-0.887,0.578
3074,-0.043,-0.875,0.582
3075,-0.043,-0.875,0.602
3076,-0.043,-0.863,0.621
3077,-0.035,-0.836,0.637
3078,-0.023,-0.801,0.652
3079,0.02,-0.781,0.648
3080,0.035,-0.77,0.629
3081,0.031,-0.754,0.629
3082,0.047,-0.738,0.617
3083,0.055,-0.75,0.598
3084,0.055,-0.762,0.594
3085,0.055,-0.766,0.582
3086,0.051,-0.77,0.586
3087,0.043,-0.77,0.586
3088,0.039,-0.773,0.586
3089,0.047,-0.789,0.594
3090,0.051,-0.805,0.594
3091,0.059,-0.828,0.594
3092,0.063,-0.859,0.594
3093,0.066,-0.871,0.586
3094,0.063,-0.871,0.586
3095,0.055,-0.859,0.582
3096,0.055,-0.848,0.578
3097,0.059,-0.836,0.574
3098,0.074,-0.836,0.574
3099,0.082,-0.836,0.574
3100,0.086,-0.832,0.57
3101,0.082,-0.824,0.559
3102,0.078,-0.816,0.547
3103,0.082,-0.809,0.543
3104,0.086,-0.813,0.539
3105,0.086,-0.805,0.523
3106,0.09,-0.805,0.52
3107,0.082,-0.805,0.516
3108,0.066,-0.801,0.504
3109,0.07,-0.805,0.512
3110,0.07,-0.801,0.508
3111,0.07,-0.797,0.504
3112,0.066,-0.797,0.504
3113,0.059,-0.797,0.512
3114,0.055,-0.789,0.523
3115,0.043,-0.793,0.535
3116,0.031,-0.805,0.559
3117,0.023,-0.809,0.578
3118,0.012,-0.816,0.598
3119,0.008,-0.813,0.605
3120,-0.004,-0.809,0.617
3121,-0.008,-0.801,0.613
3122,-0.012,-0.805,0.609
3123,-0.012,-0.82,0.59
3124,-0.027,-0.852,0.57
3125,-0.047,-0.91,0.566
3126,-0.078,-0.992,0.586
3127,-0.121,-1.023,0.613
3128,-0.16,-0.988,0.645
3129,-0.188,-0.957,0.66
3130,-0.188,-0.938,0.672
3131,-0.176,-0.941,0.688
3132,-0.16,-0.969,0.699
3133,-0.156,-0.977,0.695
3134,-0.164,-0.953,0.691
3135,-0.168,-0.918,0.684
